27.338129,5.41864139
56.115108,5.397577672
86.043165,5.408109531
118.273381,5.423907319
149.352518,5.32912059
179.280576,5.423907319
209.208633,5.371248025
240.28777,5.186940495
271.366906,5.176408636
297.841727,5.13954713
328.920863,5.313322802
357.697842,5.213270142
360,5.371248025
389.9280576,5.339652449
417.5539568,5.281727225
450.9352518,5.344918378
480.8633094,5.255397578
510.7913669,5.23433386
540.7194245,5.286993154
559.1366906,5.78725645
570.647482,7.377567139
583.3093525,8.072669828
595.971223,8.22011585
617.8417266,7.6566614
639.7122302,7.151132172
655.8273381,7.00368615
690.3597122,6.155871511
720.2877698,5.571353344
750.2158273,5.276461296
781.294964,5.076355977
792.8057554,5.650342283
807.7697842,8.109531333
825.0359712,7.967351239
837.6978417,7.140600317
860.7194245,6.561348078
877.9856115,6.698262244
897.5539568,6.55608215
927.4820144,5.892575039
960.8633094,5.987361767
990.7913669,5.650342283
1019.568345,5.23433386
1048.345324,5.081621906
1079.42446,4.691943128
1095.539568,5.634544494
1107.05036,7.367035283
1122.014389,7.935755661
1136.978417,7.367035283
1158.848921,6.355976828
1176.115108,6.408636122
1199.136691,6.119010006
1230.215827,6.161137439
1256.690648,6.034755133
1323.453237,5.708267511
1352.230216,5.518694049
1377.553957,5.408109531
1407.482014,5.639810428
1436.258993,5.334386519