0.392584515,5.818572195
31.79934569,5.761316872
60.06543075,5.918769011
91.47219193,5.961710503
121.308615,5.754159957
144.8636859,5.782787619
173.129771,5.768473788
209.2475463,5.739846126
242.2246456,5.832886026
268.9203926,5.639649311
298.7568157,5.711218465
331.7339149,5.768473788
353.7186478,5.210234389
360,5.439255681
391.4067612,5.22454822
414.9618321,5.360529612
444.7982552,5.31758812
477.7753544,5.324745035
506.0414395,5.389157273
553.1515812,5.446412596
579.8473282,7.786723922
595.5507088,8.03721596
615.9651036,8.044372875
631.6684842,7.521918053
656.7938931,6.87779567
683.4896401,6.748971193
718.0370774,6.226516371
747.8735005,5.568080157
790.2726281,5.439255681
804.4056707,6.734657363
821.6793893,7.056718554
837.3827699,6.942207908
856.2268266,6.555734478
875.0708833,6.527106817
897.0556161,6.577205225
923.7513631,5.99749508
955.1581243,5.797101449
986.5648855,5.711218465
1016.401309,5.453569512
1049.378408,5.296117373
1071.363141,5.274646627
1109.051254,6.562891394
1115.332606,7.350152084
1138.887677,7.2642691
1154.591058,6.827697262
1178.146129,6.799069601
1193.849509,6.477008409
1228.396947,6.505636071
1258.23337,6.341027017
1291.210469,5.976024334
1321.046892,5.782787619
1346.172301,5.797101449
1380.719738,5.675433888
1405.845147,5.71837538